index,Tech,n_breaks,First Diff.,AIC,BIC,Intercept,Initial production,Breakpoint 1,Breakpoint 2,Breakpoint 3,Breakpoint 4,Breakpoint 5,Breakpoint 6,Final production,LR 1,LR 2,LR 3,LR 4,LR 5,LR 6,LR 7,Number of observations
0,PolyesterFiber,0,-1,-40.306118664023145,-39.821212014235144,,2.054367295134734,,,,,,,3.912356834199412,-0.05253369828484722,,,,,,,13
0,Geothermal_Electricity,0,-1,-161.12594696418057,-159.90707113931236,,6.749824565866473,,,,,,,8.496649985985119,-0.021355727704585416,,,,,,,26
0,Solar_Thermal,0,-1,-10.917747742137834,-10.838306200457998,,1.843819745203394,,,,,,,2.626046905040928,-0.040977184525824425,,,,,,,9
0,Cyclohexane,0,-1,-74.97293114936434,-74.20034242712457,,1.9777825815576695,,,,,,,3.485439313356928,-0.02378911601894826,,,,,,,17
0,DRAM,0,-1,-24.161754239537714,-22.6064061780483,,-2.168832446932043,,,,,,,6.9390449806157095,-0.19423513380857846,,,,,,,36
0,SodiumHydrosulfite,0,-1,-31.284823031621464,-31.20538148994163,,1.8741373791721359,,,,,,,2.578456539191699,-0.0064948476415068995,,,,,,,9
0,EthylAlcohol,0,-1,-61.808301287274475,-61.16924395765922,,2.9467213439105575,,,,,,,3.670055378360996,-0.007074979874541081,,,,,,,15
0,Ethanol_2,0,-1,-57.531749103330114,-56.75916038109033,,1.4359806059181257,,,,,,,2.9489483271477783,-0.024614049222539135,,,,,,,17
0,Monochrome_Television,0,-1,-80.74060719377354,-79.74487492021954,,2.4249037501834367,,,,,,,4.103633168569454,-0.026095085220701295,,,,,,,21
0,Polyvinylchloride,0,-1,-94.50913192000586,-93.46460948228243,,2.485690702244294,,,,,,,4.266466386437016,-0.02767941577503262,,,,,,,22
0,Nuclear_Electricity,0,-1,-34.47440424616443,-33.52996526699799,,4.071279266590245,,,,,,,5.0338575376999115,0.058457146463214274,,,,,,,20
0,PolyethyleneLD,0,-1,-54.74292108048283,-54.103863750867575,,2.9845443890474828,,,,,,,4.533373386035311,-0.03676611876879615,,,,,,,15
0,Solar_Thermal_Electricity,0,-1,-9.479113367932143,-9.869675455498044,,1.4027714750855362,,,,,,,2.4552708300770836,-0.008465304290425465,,,,,,,6
0,Polypropylene,0,-1,-32.474347954470105,-32.39490641279027,,1.4928115977940668,,,,,,,3.3731150557557097,-0.045407757481945754,,,,,,,9
0,Laser_Diode,0,-1,-21.381324079637487,-20.983428806839115,,-0.01240241993529162,,,,,,,3.9243243596789674,-0.12708545533382154,,,,,,,12
0,Trichloroethane,0,-1,-25.417305430097777,-25.625545960869722,,2.235034247799735,,,,,,,3.3116064696367618,-0.026803258505068362,,,,,,,7
0,Electric_Power,0,-1,-129.66577447468757,-128.33356996451235,,2.609651560610097,,,,,,,4.1591776441939015,-0.018498482453252415,,,,,,,29
0,Magnesium,0,-1,-96.67526539624473,-95.78489363834856,,2.4553746568410872,,,,,,,3.210679047105061,-0.00024950935328513435,,,,,,,19
0,Shotgun_Sanger_DNA_Sequencing,0,-1,-57.16449290035377,-55.98643907000582,,7.510554661087867,,,,,,,9.355127402116894,-0.024276159126986205,,,,,,,25
0,Pentaerythritol,0,-1,-84.55662396003518,-83.56089168648118,,2.2388802637589955,,,,,,,3.186711334700172,-0.021920804866365058,,,,,,,21
0,Ethylene_2,0,-1,-53.77398415553144,-53.289077505743435,,3.6264499256521328,,,,,,,5.11444773362905,-0.02593712164886334,,,,,,,13
0,VinylAcetate,0,-1,-51.967961776278514,-51.48305512649051,,2.5119212716417287,,,,,,,3.840107875017155,-0.03570309875629841,,,,,,,13
0,CarbonBlack,0,-1,-55.97815781733891,-55.898716275659076,,3.211922707582875,,,,,,,4.361440844178008,-0.005522217730734051,,,,,,,9
0,Aniline,0,-1,-37.89538128170126,-37.49748600890289,,2.2609249080475813,,,,,,,3.4454575514802124,-0.031130382104730476,,,,,,,12
0,PhthalicAnhydride,0,-1,-43.22130870774413,-42.38809536368791,,2.860343394500682,,,,,,,3.9847166962008402,-0.03319589004916464,,,,,,,18
0,Capillary_DNA_Sequencing,0,-1,-8.041757512817135,-8.095847363761822,,1.0368405273060124,,,,,,,2.245229551568646,-0.11821083735223933,,,,,,,8
0,MaleicAnhydride,0,-1,-40.20361569097077,-39.638666333509235,,2.074149614366387,,,,,,,3.2848406342612826,-0.029927425659566756,,,,,,,14
0,Refined_Cane_Sugar,0,-1,-136.8808699917408,-135.41513408894107,,2.190598558183,,,,,,,2.7160829056019025,-0.003156502551979805,,,,,,,33
0,Paraxylene,0,-1,-33.96189495371276,-33.659309860718714,,2.0010292736828488,,,,,,,3.507213028778306,-0.04482451269834333,,,,,,,11
0,Ammonia,0,-1,-40.46973728793466,-39.98483063814666,,3.618014271742087,,,,,,,5.075268327921764,-0.030576674955906477,,,,,,,13
0,SCGT,0,-1,-11.103499961933718,-11.494062049499618,,1.1574338424381236,,,,,,,3.031317789705487,-0.07052136820780282,,,,,,,6
0,Automotive_(US),0,-1,-90.31750438504847,-89.22646193169015,,3.6754201162275533,,,,,,,4.744371945929841,-0.0397445749891882,,,,,,,23
0,VinylChloride,0,-1,-47.20336413509901,-46.900779042104965,,3.0111160826208967,,,,,,,4.437638426023182,-0.03619953368293706,,,,,,,11
0,Photovoltaics,0,-1,-90.06769495543438,-88.77185808943005,,0.8636215653733168,,,,,,,3.378453324040399,-0.03410439829453243,,,,,,,28
0,TitaniumDioxide,0,-1,-37.843477496076396,-37.76403595439656,,2.7998631924400805,,,,,,,3.7459377280184922,-0.01610511472094408,,,,,,,9
0,Motor_Gasoline,0,-1,-109.82600233894107,-108.78147990121764,,1.8956048158076333,,,,,,,2.0364412247823087,-0.003807170946843864,,,,,,,22
0,Solar_Water_Heaters,0,-1,-23.7036580186072,-23.506433441270982,,1.7006455194827932,,,,,,,3.9751768222663704,0.017278601920466236,,,,,,,10
0,Wind_Turbine_(Denmark),0,-1,-88.25737181920405,-87.36700006130789,,0.9752174480080621,,,,,,,3.887023133454698,-0.016613037497459935,,,,,,,19
0,Sorbitol,0,-1,-34.04959736602747,-34.103687216972155,,2.0595614368540254,,,,,,,2.937367155041063,-0.013799128168101266,,,,,,,8
0,Styrene,0,-1,-68.22008733102854,-67.58103000141328,,3.1696856924223016,,,,,,,4.6143037490966945,-0.029596791173425892,,,,,,,15
0,Aluminum,0,-1,-80.61122929814881,-79.83864057590904,,3.4268556637770167,,,,,,,4.647002484694116,-0.006632389702292548,,,,,,,17
0,CCGT_Power,0,-1,-29.81303515780641,-29.32812850801841,,3.172013698328195,,,,,,,4.927996109798266,-0.006310059494843204,,,,,,,13
0,BisphenolA,0,-1,-62.998886675149635,-62.4339373176881,,1.9342673761457987,,,,,,,3.18245866579148,-0.025717161119919986,,,,,,,14
0,EthyleneGlycol,0,-1,-52.82233920506086,-52.337432555272855,,3.1506466766775714,,,,,,,4.404704476307177,-0.02673157935319902,,,,,,,13
0,Methanol,0,-1,-39.93824870572503,-39.23019850462282,,2.6168254585171735,,,,,,,3.8423741405058927,-0.03572190889616531,,,,,,,16
0,CCGT_Electricity,0,-1,-61.182985243248936,-60.698078593460934,,2.030741013606202,,,,,,,3.362357090734034,-0.008224115835056188,,,,,,,13
0,Corn_(US),0,-1,-73.3691757057091,-71.90343980290938,,2.9508888636773367,,,,,,,3.98075311739729,-0.006822011880781226,,,,,,,33
0,PolyethyleneHD,0,-1,-55.10619998126111,-54.46714265164586,,1.9814168766876536,,,,,,,4.061938953062663,-0.03896705410673601,,,,,,,15
0,Hard_Disk_Drive,0,-1,-19.65056288116714,-18.760191123270975,,3.135616361610583,,,,,,,8.23791446740471,-0.2577293121005684,,,,,,,19
0,Low_Density_Polyethylene,0,-1,-63.84873999694295,-63.14068979584074,,2.278424186073559,,,,,,,4.288938717291892,-0.04452303767163386,,,,,,,16
0,Urea,0,-1,-38.09756711447163,-37.69967184167326,,2.9442185742543887,,,,,,,4.349539094645591,-0.027061841451986344,,,,,,,12
0,Sodium,0,-1,-94.37817808907141,-93.6701278879692,,2.9388145995043424,,,,,,,3.7029291328911547,-0.005819947223469383,,,,,,,16
0,Ethanolamine,0,-1,-86.53789532009398,-85.70468197603776,,2.3268072136221662,,,,,,,3.484304141660227,-0.02558421118912491,,,,,,,18
0,SodiumChlorate,0,-1,-73.48964575029436,-72.8505884206791,,2.211310863541545,,,,,,,3.3175350269931916,-0.014462743559425865,,,,,,,15
0,Primary_Magnesium,0,-1,-138.03465727259572,-136.39707111286933,,3.2209339401035244,,,,,,,6.221388977510448,-0.013612295942623084,,,,,,,39
0,NeopreneRubber,0,-1,-78.40426846291092,-77.91936181312292,,2.871834368237582,,,,,,,3.6606898283329117,-0.008922378202417463,,,,,,,13
0,Electric_Range,0,-1,-114.04925451408866,-113.05352224053466,,0.6901960800285137,,,,,,,1.4424797690644486,-0.009990644732050732,,,,,,,21
0,Ethylene,0,-1,-52.63846580243151,-51.999408472816256,,1.1034257431759258,,,,,,,2.0025502819824124,-0.021502142547427237,,,,,,,15
0,Nuclear_Power_(OECD),0,-1,-123.396748466182,-122.56353512212578,,1.8756399370041683,,,,,,,2.5216610151120733,-0.003706999507734334,,,,,,,18
0,AcrylicFiber,0,-1,-53.90668713050236,-53.42178048071436,,2.3028221941526525,,,,,,,3.6389010965834716,-0.043305150915128626,,,,,,,13
0,Formaldehyde,0,-1,-43.36793433021775,-43.06534923722371,,3.284659339935264,,,,,,,4.578391781378922,-0.030252373143277896,,,,,,,11
0,Wheat_(US),0,-1,-438.11571017566826,-435.1669502852901,,3.573036381305641,,,,,,,5.217666123571274,-0.003914012737252776,,,,,,,142
0,Offshore_Gas_Pipeline,0,-1,12.398920623140318,12.701505716134363,,1.8660550665256193,,,,,,,2.964853702910563,-0.04010284138745123,,,,,,,11
0,Benzene,0,-1,-55.98650037622025,-55.27845017511804,,0.5005109105263371,,,,,,,1.0354297381845483,-0.02451099360967828,,,,,,,16
0,Ethanol_(Brazil),0,-1,-41.23111047477408,-40.09561625884493,,3.870860922073174,,,,,,,5.414795939734737,-0.02230415266731487,,,,,,,24
0,IsopropylAlcohol,0,-1,-49.369323658243594,-49.28988211656376,,3.1652985111508,,,,,,,4.1901182122026945,-0.017136843397098277,,,,,,,9
0,Wind_Power,0,-1,-33.53188305435498,-32.69866971029876,,1.4351743816206133,,,,,,,3.994195601307241,-0.042245691946830005,,,,,,,18
0,Ford_Model-T,0,-1,-17.565135967620748,-17.619225818565436,,-1.8239087409443189,,,,,,,0.6334684555795865,-0.07134252134725928,,,,,,,8
0,Polystyrene,0,-1,-88.74716928674667,-87.56911545639872,,1.4901550529482315,,,,,,,3.914338607284225,-0.02638136332693232,,,,,,,25
0,Phenol,0,-1,-46.43923988421681,-45.874290526755274,,2.941600434771859,,,,,,,4.210687075708083,-0.03386766297042728,,,,,,,14
0,Beer_(Japan),0,-1,-81.38784971703838,-80.6152609947986,,2.6503815030236098,,,,,,,4.257560415118091,-0.015508664357919238,,,,,,,17
0,Free_Standing_Gas_Range,0,-1,-110.06014945324245,-109.06441717968845,,1.5403294747908738,,,,,,,1.8680563618230415,-0.007354876331944215,,,,,,,21
