,Scenario,Learning rate assumptions,Net Present Cost [trillion USD]
14346,slow transition,Equal - mean Way et al. (2022),180.59463363022832
14347,slow transition,Equal - mean Way et al. (2022),179.976471505177
14348,slow transition,Equal - mean Way et al. (2022),194.89421886652812
14349,slow transition,Equal - mean Way et al. (2022),199.22067166241197
14350,slow transition,Equal - mean Way et al. (2022),189.92176136208084
14351,slow transition,Equal - mean Way et al. (2022),150.40427922366084
14352,slow transition,Equal - mean Way et al. (2022),191.57900460025593
14353,slow transition,Equal - mean Way et al. (2022),194.89677410760586
14354,slow transition,Equal - mean Way et al. (2022),203.2329679699745
14355,slow transition,Equal - mean Way et al. (2022),175.62128113532376
14356,slow transition,Equal - mean Way et al. (2022),258.17704771300646
14357,slow transition,Equal - mean Way et al. (2022),184.3990737985471
14358,slow transition,Equal - mean Way et al. (2022),202.06620933205664
14359,slow transition,Equal - mean Way et al. (2022),177.55058704819717
14360,slow transition,Equal - mean Way et al. (2022),182.55621432688335
14361,slow transition,Equal - mean Way et al. (2022),196.98458822104408
14362,slow transition,Equal - mean Way et al. (2022),193.95005282275125
14363,slow transition,Equal - mean Way et al. (2022),225.26737942478076
14364,slow transition,Equal - mean Way et al. (2022),208.16986293842123
14365,slow transition,Equal - mean Way et al. (2022),197.05480824177607
14366,slow transition,Equal - mean Way et al. (2022),180.55851072079642
14367,slow transition,Equal - mean Way et al. (2022),192.47562513351977
14368,slow transition,Equal - mean Way et al. (2022),174.27130335860855
14369,slow transition,Equal - mean Way et al. (2022),194.30354076273807
14370,slow transition,Equal - mean Way et al. (2022),162.50694883392705
14371,slow transition,Equal - mean Way et al. (2022),177.07026489329084
14372,slow transition,Equal - mean Way et al. (2022),180.04877163242386
14373,slow transition,Equal - mean Way et al. (2022),185.0026593208983
14374,slow transition,Equal - mean Way et al. (2022),237.02819369243758
14375,slow transition,Equal - mean Way et al. (2022),183.87202450463974
14376,slow transition,Equal - mean Way et al. (2022),200.01423255828863
14377,slow transition,Equal - mean Way et al. (2022),175.49629022913138
14378,slow transition,Equal - mean Way et al. (2022),177.22572090738774
14379,slow transition,Equal - mean Way et al. (2022),177.76957138075505
14380,slow transition,Equal - mean Way et al. (2022),165.13465873052343
14381,slow transition,Equal - mean Way et al. (2022),167.98970917637644
14382,slow transition,Equal - mean Way et al. (2022),186.7687331637942
14383,slow transition,Equal - mean Way et al. (2022),180.5180234605986
14384,slow transition,Equal - mean Way et al. (2022),222.79172965589026
14385,slow transition,Equal - mean Way et al. (2022),169.81019750559642
14386,slow transition,Equal - mean Way et al. (2022),214.71935983835337
14387,slow transition,Equal - mean Way et al. (2022),210.75291269928329
14388,slow transition,Equal - mean Way et al. (2022),163.2386328104816
14389,slow transition,Equal - mean Way et al. (2022),200.9227901074254
14390,slow transition,Equal - mean Way et al. (2022),174.62332621369967
14391,slow transition,Equal - mean Way et al. (2022),273.02367358230975
14392,slow transition,Equal - mean Way et al. (2022),195.62629435822274
14393,slow transition,Equal - mean Way et al. (2022),205.2960399962258
14394,slow transition,Equal - mean Way et al. (2022),205.0442070736445
14395,slow transition,Equal - mean Way et al. (2022),210.5358498652884
14396,slow transition,Equal - mean Way et al. (2022),179.97834374237786
14397,slow transition,Equal - mean Way et al. (2022),191.76292711116918
14398,slow transition,Equal - mean Way et al. (2022),205.59845123302694
14399,slow transition,Equal - mean Way et al. (2022),211.86538955789308
14400,slow transition,Equal - mean Way et al. (2022),202.17474914473624
14401,slow transition,Equal - mean Way et al. (2022),217.03205196657032
14402,slow transition,Equal - mean Way et al. (2022),188.98975988268336
14403,slow transition,Equal - mean Way et al. (2022),178.14157037323406
14404,slow transition,Equal - mean Way et al. (2022),197.40596955434648
14405,slow transition,Equal - mean Way et al. (2022),188.3432192969531
14406,slow transition,Equal - mean Way et al. (2022),193.75373799051707
14407,slow transition,Equal - mean Way et al. (2022),213.02182418618045
14408,slow transition,Equal - mean Way et al. (2022),241.28216317997928
14409,slow transition,Equal - mean Way et al. (2022),176.2311268958661
14410,slow transition,Equal - mean Way et al. (2022),169.26414109906955
14411,slow transition,Equal - mean Way et al. (2022),206.591165233652
14412,slow transition,Equal - mean Way et al. (2022),209.89512538994677
14413,slow transition,Equal - mean Way et al. (2022),168.77290989936466
14414,slow transition,Equal - mean Way et al. (2022),236.684967672389
14415,slow transition,Equal - mean Way et al. (2022),188.46736923620162
14416,slow transition,Equal - mean Way et al. (2022),212.32752506331445
14417,slow transition,Equal - mean Way et al. (2022),195.35771355040563
14418,slow transition,Equal - mean Way et al. (2022),163.33865699780952
14419,slow transition,Equal - mean Way et al. (2022),148.90359788440287
14420,slow transition,Equal - mean Way et al. (2022),221.13744134788766
14421,slow transition,Equal - mean Way et al. (2022),205.9962712191666
14422,slow transition,Equal - mean Way et al. (2022),190.54504418517587
14423,slow transition,Equal - mean Way et al. (2022),201.23149562590186
14424,slow transition,Equal - mean Way et al. (2022),171.86822824979922
14425,slow transition,Equal - mean Way et al. (2022),186.85797299702955
14426,slow transition,Equal - mean Way et al. (2022),185.88048022351063
14427,slow transition,Equal - mean Way et al. (2022),221.2396194407809
14428,slow transition,Equal - mean Way et al. (2022),185.34936216777763
14429,slow transition,Equal - mean Way et al. (2022),186.55532708475812
14430,slow transition,Equal - mean Way et al. (2022),209.58990105956133
14431,slow transition,Equal - mean Way et al. (2022),175.5422564846041
14432,slow transition,Equal - mean Way et al. (2022),188.61128275151324
14433,slow transition,Equal - mean Way et al. (2022),203.8826137099835
14434,slow transition,Equal - mean Way et al. (2022),185.78086229028918
14435,slow transition,Equal - mean Way et al. (2022),188.83956900839743
14436,slow transition,Equal - mean Way et al. (2022),213.7115515989746
14437,slow transition,Equal - mean Way et al. (2022),170.5478795233659
14438,slow transition,Equal - mean Way et al. (2022),215.3421790574652
14439,slow transition,Equal - mean Way et al. (2022),274.2473742281993
14440,slow transition,Equal - mean Way et al. (2022),169.85345247869407
14441,slow transition,Equal - mean Way et al. (2022),190.9435216197239
14442,slow transition,Equal - mean Way et al. (2022),195.06194757026628
14443,slow transition,Equal - mean Way et al. (2022),174.84527924059432
14444,slow transition,Equal - mean Way et al. (2022),220.39794511499144
14445,slow transition,Equal - mean Way et al. (2022),194.24944499692856
14446,slow transition,Equal - mean Way et al. (2022),213.2174358518768
14447,slow transition,Equal - mean Way et al. (2022),178.46868776361106
14448,slow transition,Equal - mean Way et al. (2022),186.60573764022794
14449,slow transition,Equal - mean Way et al. (2022),249.49738149686485
14450,slow transition,Equal - mean Way et al. (2022),177.07192490097282
14451,slow transition,Equal - mean Way et al. (2022),166.8065644719429
14452,slow transition,Equal - mean Way et al. (2022),185.62548205682563
14453,slow transition,Equal - mean Way et al. (2022),166.13678257306006
14454,slow transition,Equal - mean Way et al. (2022),218.4553503872997
14455,slow transition,Equal - mean Way et al. (2022),211.54205548444713
14456,slow transition,Equal - mean Way et al. (2022),198.92556707499398
14457,slow transition,Equal - mean Way et al. (2022),170.15000046802342
14458,slow transition,Equal - mean Way et al. (2022),185.68125563991478
14459,slow transition,Equal - mean Way et al. (2022),164.32384249914855
14460,slow transition,Equal - mean Way et al. (2022),182.55279724755587
14461,slow transition,Equal - mean Way et al. (2022),191.9918456501097
14462,slow transition,Equal - mean Way et al. (2022),173.67634460816413
14463,slow transition,Equal - mean Way et al. (2022),202.76392885236996
14464,slow transition,Equal - mean Way et al. (2022),187.35453938430155
14465,slow transition,Equal - mean Way et al. (2022),181.25957471356497
14466,slow transition,Equal - mean Way et al. (2022),183.95167283941106
14467,slow transition,Equal - mean Way et al. (2022),178.54888597922425
14468,slow transition,Equal - mean Way et al. (2022),198.6663949854435
14469,slow transition,Equal - mean Way et al. (2022),218.23563720787055
14470,slow transition,Equal - mean Way et al. (2022),197.44487093868088
14471,slow transition,Equal - mean Way et al. (2022),235.75990112804388
14472,slow transition,Equal - mean Way et al. (2022),213.65375135089124
14473,slow transition,Equal - mean Way et al. (2022),210.95700024838763
14474,slow transition,Equal - mean Way et al. (2022),168.28029442488074
14475,slow transition,Equal - mean Way et al. (2022),175.7425662692386
14476,slow transition,Equal - mean Way et al. (2022),191.01857571563025
14477,slow transition,Equal - mean Way et al. (2022),228.99034116545644
14478,slow transition,Equal - mean Way et al. (2022),199.75688999312396
14479,slow transition,Equal - mean Way et al. (2022),195.9167850232975
14480,slow transition,Equal - mean Way et al. (2022),204.0818957621856
14481,slow transition,Equal - mean Way et al. (2022),182.1775656209317
14482,slow transition,Equal - mean Way et al. (2022),184.26602893300313
14483,slow transition,Equal - mean Way et al. (2022),206.9254513818873
14484,slow transition,Equal - mean Way et al. (2022),180.56070802216547
14485,slow transition,Equal - mean Way et al. (2022),168.63166642416232
14486,slow transition,Equal - mean Way et al. (2022),248.89588847252088
14487,slow transition,Equal - mean Way et al. (2022),204.71944315688836
14488,slow transition,Equal - mean Way et al. (2022),168.74066892734723
14489,slow transition,Equal - mean Way et al. (2022),179.38124804899581
14490,slow transition,Equal - mean Way et al. (2022),174.58942292880423
14491,slow transition,Equal - mean Way et al. (2022),226.8470877790348
14492,slow transition,Equal - mean Way et al. (2022),163.554756856851
14493,slow transition,Equal - mean Way et al. (2022),182.97778865476909
14494,slow transition,Equal - mean Way et al. (2022),183.67275091025118
14495,slow transition,Equal - mean Way et al. (2022),194.27378132423362
14496,slow transition,Equal - mean Way et al. (2022),226.79613655157536
14497,slow transition,Equal - mean Way et al. (2022),180.50086524815322
14498,slow transition,Equal - mean Way et al. (2022),195.79085772272606
14499,slow transition,Equal - mean Way et al. (2022),166.97244841739862
14500,slow transition,Equal - mean Way et al. (2022),171.15092867311517
14501,slow transition,Equal - mean Way et al. (2022),190.28153360114578
14502,slow transition,Equal - mean Way et al. (2022),185.63911218699639
14503,slow transition,Equal - mean Way et al. (2022),185.33543520631972
14504,slow transition,Equal - mean Way et al. (2022),249.96804252979263
14505,slow transition,Equal - mean Way et al. (2022),187.11201686396606
14506,slow transition,Equal - mean Way et al. (2022),177.92035501766168
14507,slow transition,Equal - mean Way et al. (2022),182.31906786521418
14508,slow transition,Equal - mean Way et al. (2022),177.65497986303174
14509,slow transition,Equal - mean Way et al. (2022),171.16493102469178
14510,slow transition,Equal - mean Way et al. (2022),183.53980203373294
14511,slow transition,Equal - mean Way et al. (2022),187.59194367706957
14512,slow transition,Equal - mean Way et al. (2022),209.98711797810407
14513,slow transition,Equal - mean Way et al. (2022),166.2120488227875
14514,slow transition,Equal - mean Way et al. (2022),203.54068417159584
14515,slow transition,Equal - mean Way et al. (2022),187.05497756542735
14516,slow transition,Equal - mean Way et al. (2022),165.78985444514507
14517,slow transition,Equal - mean Way et al. (2022),176.54578142317757
14518,slow transition,Equal - mean Way et al. (2022),182.33910424882393
14519,slow transition,Equal - mean Way et al. (2022),185.4307817205056
14520,slow transition,Equal - mean Way et al. (2022),173.21165126664434
14521,slow transition,Equal - mean Way et al. (2022),213.96486972742505
14522,slow transition,Equal - mean Way et al. (2022),214.43087803013057
14523,slow transition,Equal - mean Way et al. (2022),209.7681750202762
14524,slow transition,Equal - mean Way et al. (2022),205.83544731098493
14525,slow transition,Equal - mean Way et al. (2022),204.5546783705492
14526,slow transition,Equal - mean Way et al. (2022),184.3663559956473
14527,slow transition,Equal - mean Way et al. (2022),187.0468175022691
14528,slow transition,Equal - mean Way et al. (2022),233.67639103231897
14529,slow transition,Equal - mean Way et al. (2022),193.1901476943943
14530,slow transition,Equal - mean Way et al. (2022),202.17639206421038
14531,slow transition,Equal - mean Way et al. (2022),191.0270642911967
14532,slow transition,Equal - mean Way et al. (2022),183.3845956399488
14533,slow transition,Equal - mean Way et al. (2022),209.66230160601725
14534,slow transition,Equal - mean Way et al. (2022),196.93043808130966
14535,slow transition,Equal - mean Way et al. (2022),251.28568922608426
14536,slow transition,Equal - mean Way et al. (2022),209.1514420293727
14537,slow transition,Equal - mean Way et al. (2022),180.52932546210513
14538,slow transition,Equal - mean Way et al. (2022),204.97558888734264
14539,slow transition,Equal - mean Way et al. (2022),215.8835822115161
14540,slow transition,Equal - mean Way et al. (2022),206.7089209730931
14541,slow transition,Equal - mean Way et al. (2022),221.24341462426875
14542,slow transition,Equal - mean Way et al. (2022),170.6359322989038
14543,slow transition,Equal - mean Way et al. (2022),167.87150004665463
14544,slow transition,Equal - mean Way et al. (2022),220.40506971891236
14545,slow transition,Equal - mean Way et al. (2022),177.65668085785984
14546,slow transition,Equal - mean Way et al. (2022),189.10861743504475
14547,slow transition,Equal - mean Way et al. (2022),200.19170385132003
14548,slow transition,Equal - mean Way et al. (2022),215.74537067332656
14549,slow transition,Equal - mean Way et al. (2022),206.8436499473783
14550,slow transition,Equal - mean Way et al. (2022),246.41662361709533
14551,slow transition,Equal - mean Way et al. (2022),214.16209419920952
14552,slow transition,Equal - mean Way et al. (2022),206.5496159337303
14553,slow transition,Equal - mean Way et al. (2022),174.79111502848698
14554,slow transition,Equal - mean Way et al. (2022),183.68185734154474
14555,slow transition,Equal - mean Way et al. (2022),188.76551473185208
14556,slow transition,Equal - mean Way et al. (2022),201.7087834024368
14557,slow transition,Equal - mean Way et al. (2022),203.4916397106193
14558,slow transition,Equal - mean Way et al. (2022),173.37813975769748
14559,slow transition,Equal - mean Way et al. (2022),183.5597549784597
14560,slow transition,Equal - mean Way et al. (2022),194.3015129053738
14561,slow transition,Equal - mean Way et al. (2022),171.59305281643535
14562,slow transition,Equal - mean Way et al. (2022),223.38584299633226
14563,slow transition,Equal - mean Way et al. (2022),191.26554175286543
14564,slow transition,Equal - mean Way et al. (2022),174.5665202002479
14565,slow transition,Equal - mean Way et al. (2022),205.19554470039773
14566,slow transition,Equal - mean Way et al. (2022),192.21242812118646
14567,slow transition,Equal - mean Way et al. (2022),223.53493915068512
14568,slow transition,Equal - mean Way et al. (2022),196.46166739585925
14569,slow transition,Equal - mean Way et al. (2022),178.1917410331917
14570,slow transition,Equal - mean Way et al. (2022),181.81103435364616
14571,slow transition,Equal - mean Way et al. (2022),228.10911272623665
14572,slow transition,Equal - mean Way et al. (2022),195.01387709427937
14573,slow transition,Equal - mean Way et al. (2022),201.16618623969993
14574,slow transition,Equal - mean Way et al. (2022),183.11646996425821
14575,slow transition,Equal - mean Way et al. (2022),177.01283822385474
14576,slow transition,Equal - mean Way et al. (2022),184.04080408296574
14577,slow transition,Equal - mean Way et al. (2022),232.55097414813324
14578,slow transition,Equal - mean Way et al. (2022),197.2972558867136
14579,slow transition,Equal - mean Way et al. (2022),195.94155094860562
14580,slow transition,Equal - mean Way et al. (2022),183.04665474538675
14581,slow transition,Equal - mean Way et al. (2022),180.62250352659274
14582,slow transition,Equal - mean Way et al. (2022),195.46550842301224
14583,slow transition,Equal - mean Way et al. (2022),200.92678968675477
14584,slow transition,Equal - mean Way et al. (2022),200.9030701601273
14585,slow transition,Equal - mean Way et al. (2022),189.32985028176418
14586,slow transition,Equal - mean Way et al. (2022),210.4918771219322
14587,slow transition,Equal - mean Way et al. (2022),206.1153309790081
14588,slow transition,Equal - mean Way et al. (2022),197.7466451760617
14589,slow transition,Equal - mean Way et al. (2022),218.9708511498656
14590,slow transition,Equal - mean Way et al. (2022),226.37588025363368
14591,slow transition,Equal - mean Way et al. (2022),165.49984923393313
14592,slow transition,Equal - mean Way et al. (2022),192.85831921531243
14593,slow transition,Equal - mean Way et al. (2022),214.99046420627823
14594,slow transition,Equal - mean Way et al. (2022),187.52171098630336
14595,slow transition,Equal - mean Way et al. (2022),191.99176187825913
14596,slow transition,Equal - mean Way et al. (2022),160.57133154404866
14597,slow transition,Equal - mean Way et al. (2022),205.58729567521337
14598,slow transition,Equal - mean Way et al. (2022),165.815258214858
14599,slow transition,Equal - mean Way et al. (2022),205.76847606714355
14600,slow transition,Equal - mean Way et al. (2022),193.90421005578102
14601,slow transition,Equal - mean Way et al. (2022),235.72798969135235
14602,slow transition,Equal - mean Way et al. (2022),189.37148334797962
14603,slow transition,Equal - mean Way et al. (2022),211.33536620336344
14604,slow transition,Equal - mean Way et al. (2022),181.46181580324415
14605,slow transition,Equal - mean Way et al. (2022),216.6254258964125
14606,slow transition,Equal - mean Way et al. (2022),183.24228570921474
14607,slow transition,Equal - mean Way et al. (2022),187.26492279828145
14608,slow transition,Equal - mean Way et al. (2022),190.61400288971973
14609,slow transition,Equal - mean Way et al. (2022),164.64510534756477
14610,slow transition,Equal - mean Way et al. (2022),222.5554984737223
14611,slow transition,Equal - mean Way et al. (2022),194.5647282533994
14612,slow transition,Equal - mean Way et al. (2022),209.1344670597903
14613,slow transition,Equal - mean Way et al. (2022),197.15139887536537
14614,slow transition,Equal - mean Way et al. (2022),170.14522682045836
14615,slow transition,Equal - mean Way et al. (2022),189.06826435859574
14616,slow transition,Equal - mean Way et al. (2022),187.4518158871097
14617,slow transition,Equal - mean Way et al. (2022),161.31793835855132
14618,slow transition,Equal - mean Way et al. (2022),210.4327010596873
14619,slow transition,Equal - mean Way et al. (2022),199.86305536440412
14620,slow transition,Equal - mean Way et al. (2022),169.6944887623554
14621,slow transition,Equal - mean Way et al. (2022),163.82533625234643
14622,slow transition,Equal - mean Way et al. (2022),209.17115020109682
14623,slow transition,Equal - mean Way et al. (2022),175.98017099408875
14624,slow transition,Equal - mean Way et al. (2022),171.07212334144194
14625,slow transition,Equal - mean Way et al. (2022),206.62415850085344
14626,slow transition,Equal - mean Way et al. (2022),183.80334161635824
14627,slow transition,Equal - mean Way et al. (2022),232.67798180248332
14628,slow transition,Equal - mean Way et al. (2022),177.88089227923737
14629,slow transition,Equal - mean Way et al. (2022),211.22812518881778
14630,slow transition,Equal - mean Way et al. (2022),201.12798300015132
14631,slow transition,Equal - mean Way et al. (2022),173.97051463516422
14632,slow transition,Equal - mean Way et al. (2022),195.11552751893825
14633,slow transition,Equal - mean Way et al. (2022),205.41911675003408
14634,slow transition,Equal - mean Way et al. (2022),165.43927364206775
14635,slow transition,Equal - mean Way et al. (2022),175.8958478596019
14636,slow transition,Equal - mean Way et al. (2022),184.8900902551238
14637,slow transition,Equal - mean Way et al. (2022),217.16275605857226
14638,slow transition,Equal - mean Way et al. (2022),188.25901769640606
14639,slow transition,Equal - mean Way et al. (2022),219.41724034782908
14640,slow transition,Equal - mean Way et al. (2022),186.79114041760374
14641,slow transition,Equal - mean Way et al. (2022),193.22012289009876
14642,slow transition,Equal - mean Way et al. (2022),187.70743294769144
14643,slow transition,Equal - mean Way et al. (2022),175.5583526532407
14644,slow transition,Equal - mean Way et al. (2022),205.61687200382877
14645,slow transition,Equal - mean Way et al. (2022),176.14776981886445
14646,slow transition,Equal - mean Way et al. (2022),226.7071731057019
14647,slow transition,Equal - mean Way et al. (2022),182.28822556421778
14648,slow transition,Equal - mean Way et al. (2022),190.0664348372141
14649,slow transition,Equal - mean Way et al. (2022),203.82503262524932
14650,slow transition,Equal - mean Way et al. (2022),205.34622966297485
14651,slow transition,Equal - mean Way et al. (2022),177.40849718493183
14652,slow transition,Equal - mean Way et al. (2022),198.29810011028715
14653,slow transition,Equal - mean Way et al. (2022),209.91740137885824
14654,slow transition,Equal - mean Way et al. (2022),190.65619788523387
14655,slow transition,Equal - mean Way et al. (2022),195.99228277105257
14656,slow transition,Equal - mean Way et al. (2022),202.79237100699203
14657,slow transition,Equal - mean Way et al. (2022),238.56837637876723
14658,slow transition,Equal - mean Way et al. (2022),184.21830540678
14659,slow transition,Equal - mean Way et al. (2022),175.5373995009927
14660,slow transition,Equal - mean Way et al. (2022),174.24254778291237
14661,slow transition,Equal - mean Way et al. (2022),184.5553988976277
14662,slow transition,Equal - mean Way et al. (2022),188.1663785395155
14663,slow transition,Equal - mean Way et al. (2022),176.9072734842541
14664,slow transition,Equal - mean Way et al. (2022),206.84171824769356
14665,slow transition,Equal - mean Way et al. (2022),175.5456680571187
14666,slow transition,Equal - mean Way et al. (2022),212.89207845639461
14667,slow transition,Equal - mean Way et al. (2022),208.4173800485495
14668,slow transition,Equal - mean Way et al. (2022),197.10919708793014
14669,slow transition,Equal - mean Way et al. (2022),177.66008461264357
14670,slow transition,Equal - mean Way et al. (2022),194.790274609722
14671,slow transition,Equal - mean Way et al. (2022),198.20387231296942
14672,slow transition,Equal - mean Way et al. (2022),178.50747435943305
14673,slow transition,Equal - mean Way et al. (2022),196.24370825382024
14674,slow transition,Equal - mean Way et al. (2022),206.72848573988438
14675,slow transition,Equal - mean Way et al. (2022),248.08724224568348
14676,slow transition,Equal - mean Way et al. (2022),191.2442190653518
14677,slow transition,Equal - mean Way et al. (2022),193.8812613649833
14678,slow transition,Equal - mean Way et al. (2022),201.78522272594267
14679,slow transition,Equal - mean Way et al. (2022),156.22712219405136
14680,slow transition,Equal - mean Way et al. (2022),204.380192354602
14681,slow transition,Equal - mean Way et al. (2022),196.64569817388625
14682,slow transition,Equal - mean Way et al. (2022),188.09789555568662
14683,slow transition,Equal - mean Way et al. (2022),200.78256102785275
14684,slow transition,Equal - mean Way et al. (2022),219.12200866217637
14685,slow transition,Equal - mean Way et al. (2022),187.23149658219867
14686,slow transition,Equal - mean Way et al. (2022),203.43910690362645
14687,slow transition,Equal - mean Way et al. (2022),190.1975128386865
14688,slow transition,Equal - mean Way et al. (2022),195.99990720617382
14689,slow transition,Equal - mean Way et al. (2022),177.93170727351375
14690,slow transition,Equal - mean Way et al. (2022),194.31883568002635
14691,slow transition,Equal - mean Way et al. (2022),196.26545445056408
14692,slow transition,Equal - mean Way et al. (2022),191.90439519321288
14693,slow transition,Equal - mean Way et al. (2022),192.7522412149423
14694,slow transition,Equal - mean Way et al. (2022),181.62601427533957
14695,slow transition,Equal - mean Way et al. (2022),176.0924231128872
14696,slow transition,Equal - mean Way et al. (2022),203.41015361315505
14697,slow transition,Equal - mean Way et al. (2022),189.87289074356374
14698,slow transition,Equal - mean Way et al. (2022),175.28946545862607
14699,slow transition,Equal - mean Way et al. (2022),174.44907872981435
14700,slow transition,Equal - mean Way et al. (2022),210.96011868026068
14701,slow transition,Equal - mean Way et al. (2022),187.2787107916234
14702,slow transition,Equal - mean Way et al. (2022),192.32028182556337
14703,slow transition,Equal - mean Way et al. (2022),192.5912488557413
14704,slow transition,Equal - mean Way et al. (2022),196.8757799920115
14705,slow transition,Equal - mean Way et al. (2022),181.3715685544016
14706,slow transition,Equal - mean Way et al. (2022),201.82641776246484
14707,slow transition,Equal - mean Way et al. (2022),179.5592296940678
14708,slow transition,Equal - mean Way et al. (2022),188.34184959144625
14709,slow transition,Equal - mean Way et al. (2022),207.25440876024686
14710,slow transition,Equal - mean Way et al. (2022),181.2542652615918
14711,slow transition,Equal - mean Way et al. (2022),200.8984581321115
14712,slow transition,Equal - mean Way et al. (2022),176.44454976631457
14713,slow transition,Equal - mean Way et al. (2022),167.74694184518768
14714,slow transition,Equal - mean Way et al. (2022),199.91678595956637
14715,slow transition,Equal - mean Way et al. (2022),190.57838333220374
14716,slow transition,Equal - mean Way et al. (2022),200.70362950858222
14717,slow transition,Equal - mean Way et al. (2022),200.33625174507267
14718,slow transition,Equal - mean Way et al. (2022),220.71417810241422
14719,slow transition,Equal - mean Way et al. (2022),181.36148278813502
14720,slow transition,Equal - mean Way et al. (2022),166.38211464895124
14721,slow transition,Equal - mean Way et al. (2022),187.07361613406925
14722,slow transition,Equal - mean Way et al. (2022),206.73151470839238
14723,slow transition,Equal - mean Way et al. (2022),203.33929011869205
14724,slow transition,Equal - mean Way et al. (2022),192.99568013080906
14725,slow transition,Equal - mean Way et al. (2022),187.21487709753586
14726,slow transition,Equal - mean Way et al. (2022),199.42974629841325
14727,slow transition,Equal - mean Way et al. (2022),191.42716249143606
14728,slow transition,Equal - mean Way et al. (2022),211.8292452590586
14729,slow transition,Equal - mean Way et al. (2022),184.38140366761306
14730,slow transition,Equal - mean Way et al. (2022),196.50660286763218
14731,slow transition,Equal - mean Way et al. (2022),173.0291086984038
14732,slow transition,Equal - mean Way et al. (2022),189.49310467768117
14733,slow transition,Equal - mean Way et al. (2022),236.07948008397307
14734,slow transition,Equal - mean Way et al. (2022),207.91117415231292
14735,slow transition,Equal - mean Way et al. (2022),185.69249948814655
14736,slow transition,Equal - mean Way et al. (2022),207.2637975688713
14737,slow transition,Equal - mean Way et al. (2022),204.694282786133
14738,slow transition,Equal - mean Way et al. (2022),224.42614821406167
14739,slow transition,Equal - mean Way et al. (2022),186.8122146819625
14740,slow transition,Equal - mean Way et al. (2022),194.90602165052653
14741,slow transition,Equal - mean Way et al. (2022),192.94280523889694
14742,slow transition,Equal - mean Way et al. (2022),219.16057736669256
14743,slow transition,Equal - mean Way et al. (2022),174.11733424913467
14744,slow transition,Equal - mean Way et al. (2022),177.53910826542125
14745,slow transition,Equal - mean Way et al. (2022),200.95487035793832
14746,slow transition,Equal - mean Way et al. (2022),242.36138855430963
14747,slow transition,Equal - mean Way et al. (2022),157.28198480043326
14748,slow transition,Equal - mean Way et al. (2022),195.5315741977863
14749,slow transition,Equal - mean Way et al. (2022),198.45049890922922
14750,slow transition,Equal - mean Way et al. (2022),173.73797515143744
14751,slow transition,Equal - mean Way et al. (2022),187.99084927441575
14752,slow transition,Equal - mean Way et al. (2022),174.6380333776976
14753,slow transition,Equal - mean Way et al. (2022),202.5719522997395
14754,slow transition,Equal - mean Way et al. (2022),184.38815361914325
14755,slow transition,Equal - mean Way et al. (2022),196.36202981483962
14756,slow transition,Equal - mean Way et al. (2022),256.14166367785936
14757,slow transition,Equal - mean Way et al. (2022),172.08724288735343
14758,slow transition,Equal - mean Way et al. (2022),211.33435842635012
14759,slow transition,Equal - mean Way et al. (2022),178.96920909737378
14760,slow transition,Equal - mean Way et al. (2022),195.66062847100562
14761,slow transition,Equal - mean Way et al. (2022),185.8416188024353
14762,slow transition,Equal - mean Way et al. (2022),182.61837720405518
14763,slow transition,Equal - mean Way et al. (2022),184.80628685961543
14764,slow transition,Equal - mean Way et al. (2022),187.0762645560617
14765,slow transition,Equal - mean Way et al. (2022),196.23307802858918
14766,slow transition,Equal - mean Way et al. (2022),201.10538940244933
14767,slow transition,Equal - mean Way et al. (2022),219.83888243154175
14768,slow transition,Equal - mean Way et al. (2022),209.3238601741715
14769,slow transition,Equal - mean Way et al. (2022),219.1100146330813
14770,slow transition,Equal - mean Way et al. (2022),185.3040128830614
14771,slow transition,Equal - mean Way et al. (2022),213.3086599887933
14772,slow transition,Equal - mean Way et al. (2022),200.3660345612704
14773,slow transition,Equal - mean Way et al. (2022),184.4659964143314
14774,slow transition,Equal - mean Way et al. (2022),187.51878544238227
14775,slow transition,Equal - mean Way et al. (2022),194.54156540197707
14776,slow transition,Equal - mean Way et al. (2022),179.40114415606573
14777,slow transition,Equal - mean Way et al. (2022),182.3970024098427
14778,slow transition,Equal - mean Way et al. (2022),202.56443303280471
14779,slow transition,Equal - mean Way et al. (2022),189.13307313104337
14780,slow transition,Equal - mean Way et al. (2022),202.219284182677
14781,slow transition,Equal - mean Way et al. (2022),223.08338647361475
14782,slow transition,Equal - mean Way et al. (2022),224.62351512245638
14783,slow transition,Equal - mean Way et al. (2022),197.5958178321072
14784,slow transition,Equal - mean Way et al. (2022),186.73799194572675
14785,slow transition,Equal - mean Way et al. (2022),228.8449285484432
14786,slow transition,Equal - mean Way et al. (2022),165.58762633685487
14787,slow transition,Equal - mean Way et al. (2022),181.11809826159538
14788,slow transition,Equal - mean Way et al. (2022),183.29190914187905
14789,slow transition,Equal - mean Way et al. (2022),189.24685673277168
14790,slow transition,Equal - mean Way et al. (2022),177.5523019818154
14791,slow transition,Equal - mean Way et al. (2022),170.20077264795862
14792,slow transition,Equal - mean Way et al. (2022),201.33081118341755
14793,slow transition,Equal - mean Way et al. (2022),216.34824752972642
14794,slow transition,Equal - mean Way et al. (2022),167.1832374328971
14795,slow transition,Equal - mean Way et al. (2022),173.12350296597268
