Tech,n_breaks,AIC,BIC,Intercept,Initial production,Breakpoint 1,Breakpoint 2,Breakpoint 3,Breakpoint 4,Breakpoint 5,Breakpoint 6,Final production,LR 1,LR 2,LR 3,LR 4,LR 5,LR 6,LR 7,Number of observations
Cyclohexane,2,-70.3224904739076,-65.68695814046892,0.9489569226401208,1.9777825815576695,2.4705117891104393,3.319446275805114,,,,,3.485439313356928,5.991810641806461,15.452965192818214,36.81557314101045,,,,,17
DRAM,0,-24.173125321701697,-21.06242919872287,,-2.168832446932043,,,,,,,6.9390449806157095,40.02783231433893,,,,,,,36
DRAM,1,-24.52811454645564,-18.306722300497988,-0.021365510618902434,-2.168832446932043,4.269431846067249,,,,,,6.9390449806157095,35.82250984198424,48.68718265723463,,,,,,36
DRAM,2,-27.746460751477663,-18.41437238254118,-0.020408016186727523,-2.168832446932043,4.471006330502795,4.937598393776089,,,,,6.9390449806157095,35.36815384886415,68.7510509058109,42.297985771663264,,,,,36
DRAM,3,-37.747530516338,-25.304746024422695,-0.04593190857709115,-2.168832446932043,2.3026169724650427,4.283043871226999,4.937598393776087,,,,6.9390449806157095,37.92151115288832,26.779233939558388,68.75105090581104,42.29798577166337,,,,36
DRAM,4,-36.26271445475471,-20.709233839860573,-0.4131512786080796,-2.168832446932043,-1.1421401901475414,3.7001516512665966,4.267731956776201,4.88932654423797,,,6.9390449806157095,46.70228510495511,35.042882921423754,3.583237866650779,72.57769645862162,42.29798577166341,,,36
DRAM,5,-32.586170408086474,-13.92199367021351,0.19694132207147952,-2.168832446932043,-1.8450648601645752,-1.227557117224369,3.7055687078211843,4.267731956776198,4.889326544237969,,6.9390449806157095,34.430722722688536,51.88428833818809,34.939545823902385,3.583237866650013,72.57769645862156,42.29798577166325,,36
SodiumHydrosulfite,0,-29.04703589929136,-28.888152815931686,,1.8741373791721359,,,,,,,2.578456539191699,2.7750576028349405,,,,,,,9
EthylAlcohol,0,-58.72596146043901,-57.44784680120849,,2.9467213439105575,,,,,,,3.670055378360996,1.0457167756255492,,,,,,,15
EthylAlcohol,1,-64.84089053122426,-62.284661212763226,0.3223388264825345,2.9467213439105575,3.3664532474938276,,,,,,3.670055378360996,-10.69932668083493,23.726768177444068,,,,,,15
Ethanol_2,0,-54.85863840477886,-53.313460960299295,,1.4359806059181257,,,,,,,2.9489483271477783,14.464801283306317,,,,,,,17
Ethanol_2,1,-66.80345073962056,-63.71309585066143,2.4241207950049244,1.4359806059181257,2.403511002906474,,,,,,2.9489483271477783,10.204754238984059,30.250471446174387,,,,,,17
Monochrome_Television,0,-77.64910091029174,-75.65763636318376,,2.4249037501834367,,,,,,,4.103633168569454,13.917236871217897,,,,,,,21
Monochrome_Television,1,-82.74985447500839,-78.76692538079243,2.8515496392807793,2.4249037501834367,3.4092396596407726,,,,,,4.103633168569454,11.074808469031606,26.956138654364082,,,,,,21
Monochrome_Television,2,-86.45082203437596,-80.47642839305202,2.8815488308073145,2.4249037501834367,3.3632081024372145,3.9181897347242045,,,,,4.103633168569454,11.768998079379623,22.823809384951097,39.686397544845654,,,,,21
Polyvinylchloride,0,-83.05505634342354,-80.9660114679767,,2.485690702244294,,,,,,,4.266466386437016,14.56889462368115,,,,,,,22
Polyvinylchloride,1,-95.17260531179194,-90.99451556089825,-0.22548130594798774,2.485690702244294,3.301258511300869,,,,,,4.266466386437016,2.5886934147789087,34.495335128637905,,,,,,22
Nuclear_Electricity,0,-32.512701469227295,-30.623823510894415,,4.071279266590245,,,,,,,5.0338575376999115,-85.40073317757944,,,,,,,20
Nuclear_Electricity,1,-38.24303011561258,-34.465274198946815,-5.1966154008409156,4.071279266590245,4.6629904904058215,,,,,,5.0338575376999115,-123.77038554327746,-72.87837195471457,,,,,,20
PolyethyleneLD,0,-49.96107904882962,-48.6829643895991,,2.9845443890474828,,,,,,,4.533373386035311,17.101551170892492,,,,,,,15
PolyethyleneLD,1,-50.93018379337312,-48.37395447491208,2.555163507907296,2.9845443890474828,4.065193697605594,,,,,,4.533373386035311,20.456610759689042,27.992618093776013,,,,,,15
Solar_Thermal_Electricity,0,-7.489919306202371,-8.27104348133417,,1.4027714750855362,,,,,,,2.4552708300770836,-2.775900104235185,,,,,,,6
Solar_Thermal_Electricity,1,-10.22336549933894,-11.785613849602537,0.49485533708959817,1.4027714750855362,2.0150884525261197,,,,,,2.4552708300770836,-10.127298143841546,23.59357502239061,,,,,,6
Polypropylene,0,-31.436665865741297,-31.277782782381625,,1.4928115977940668,,,,,,,3.3731150557557097,12.078849206521847,,,,,,,9
Polypropylene,1,-29.778754164906907,-29.460987998187562,-0.019473802937486295,1.4928115977940668,3.158283401131821,,,,,,3.3731150557557097,14.868440263688921,3.6539030646117188,,,,,,9
