,Scenario,Learning rate assumptions,Net Present Cost [trillion USD]
10381,slow transition,Technology-specific - Way et al. (2022),151.49962490449445
10382,slow transition,Technology-specific - Way et al. (2022),157.7781207275624
10383,slow transition,Technology-specific - Way et al. (2022),179.3234368359623
10384,slow transition,Technology-specific - Way et al. (2022),157.36882705879069
10385,slow transition,Technology-specific - Way et al. (2022),169.54234087859362
10386,slow transition,Technology-specific - Way et al. (2022),147.21232312705592
10387,slow transition,Technology-specific - Way et al. (2022),187.98585268486124
10388,slow transition,Technology-specific - Way et al. (2022),158.71869769790456
10389,slow transition,Technology-specific - Way et al. (2022),142.14188700484524
10390,slow transition,Technology-specific - Way et al. (2022),159.90215301854
10391,slow transition,Technology-specific - Way et al. (2022),162.5785469181382
10392,slow transition,Technology-specific - Way et al. (2022),194.3431192380928
10393,slow transition,Technology-specific - Way et al. (2022),155.50789252163386
10394,slow transition,Technology-specific - Way et al. (2022),163.81819306958482
10395,slow transition,Technology-specific - Way et al. (2022),176.78244968657359
10396,slow transition,Technology-specific - Way et al. (2022),221.84918340144512
10397,slow transition,Technology-specific - Way et al. (2022),154.3502959535725
10398,slow transition,Technology-specific - Way et al. (2022),164.635547333207
10399,slow transition,Technology-specific - Way et al. (2022),191.53655755489706
10400,slow transition,Technology-specific - Way et al. (2022),176.9540955759492
10401,slow transition,Technology-specific - Way et al. (2022),209.90891333361586
10402,slow transition,Technology-specific - Way et al. (2022),197.37171772020426
10403,slow transition,Technology-specific - Way et al. (2022),222.13790413843253
10404,slow transition,Technology-specific - Way et al. (2022),165.06928258469864
10405,slow transition,Technology-specific - Way et al. (2022),150.8642544969035
10406,slow transition,Technology-specific - Way et al. (2022),158.8766516653743
10407,slow transition,Technology-specific - Way et al. (2022),164.19964849343032
10408,slow transition,Technology-specific - Way et al. (2022),169.3037804942062
10409,slow transition,Technology-specific - Way et al. (2022),185.54606907411787
10410,slow transition,Technology-specific - Way et al. (2022),164.2528726545127
10411,slow transition,Technology-specific - Way et al. (2022),187.58432742631638
10412,slow transition,Technology-specific - Way et al. (2022),170.84083286270652
10413,slow transition,Technology-specific - Way et al. (2022),290.09510416919227
10414,slow transition,Technology-specific - Way et al. (2022),177.9083196071888
10415,slow transition,Technology-specific - Way et al. (2022),159.70964894916585
10416,slow transition,Technology-specific - Way et al. (2022),153.81422663976429
10417,slow transition,Technology-specific - Way et al. (2022),180.47077817167713
10418,slow transition,Technology-specific - Way et al. (2022),174.31503619474987
10419,slow transition,Technology-specific - Way et al. (2022),137.90749894943363
10420,slow transition,Technology-specific - Way et al. (2022),167.53513353812127
10421,slow transition,Technology-specific - Way et al. (2022),180.28161064964019
10422,slow transition,Technology-specific - Way et al. (2022),151.01399967671566
10423,slow transition,Technology-specific - Way et al. (2022),211.61034568593305
10424,slow transition,Technology-specific - Way et al. (2022),148.31403213262982
10425,slow transition,Technology-specific - Way et al. (2022),140.15118231961262
10426,slow transition,Technology-specific - Way et al. (2022),161.7637163904253
10427,slow transition,Technology-specific - Way et al. (2022),163.1402064329206
10428,slow transition,Technology-specific - Way et al. (2022),166.74052835368184
10429,slow transition,Technology-specific - Way et al. (2022),181.27324399916293
10430,slow transition,Technology-specific - Way et al. (2022),148.6408561237595
10431,slow transition,Technology-specific - Way et al. (2022),163.50093409368975
10432,slow transition,Technology-specific - Way et al. (2022),162.6142744147983
10433,slow transition,Technology-specific - Way et al. (2022),192.1752272041674
10434,slow transition,Technology-specific - Way et al. (2022),197.6532683383238
10435,slow transition,Technology-specific - Way et al. (2022),184.19397114504594
10436,slow transition,Technology-specific - Way et al. (2022),201.35530834191474
10437,slow transition,Technology-specific - Way et al. (2022),173.70742823544606
10438,slow transition,Technology-specific - Way et al. (2022),160.63144707796724
10439,slow transition,Technology-specific - Way et al. (2022),194.47142469686514
10440,slow transition,Technology-specific - Way et al. (2022),164.82993066543506
10441,slow transition,Technology-specific - Way et al. (2022),160.0762712012398
10442,slow transition,Technology-specific - Way et al. (2022),169.55993618889943
10443,slow transition,Technology-specific - Way et al. (2022),165.10414139768818
10444,slow transition,Technology-specific - Way et al. (2022),154.58317811075784
10445,slow transition,Technology-specific - Way et al. (2022),165.67031725416825
10446,slow transition,Technology-specific - Way et al. (2022),171.197245956648
10447,slow transition,Technology-specific - Way et al. (2022),177.97600686424573
10448,slow transition,Technology-specific - Way et al. (2022),150.91584544138055
10449,slow transition,Technology-specific - Way et al. (2022),180.7451393779489
10450,slow transition,Technology-specific - Way et al. (2022),162.02223037073372
10451,slow transition,Technology-specific - Way et al. (2022),163.45394341587178
10452,slow transition,Technology-specific - Way et al. (2022),178.81503493528123
10453,slow transition,Technology-specific - Way et al. (2022),170.29706048152656
10454,slow transition,Technology-specific - Way et al. (2022),156.1788363399319
10455,slow transition,Technology-specific - Way et al. (2022),171.22401251773073
10456,slow transition,Technology-specific - Way et al. (2022),167.26902746907868
10457,slow transition,Technology-specific - Way et al. (2022),230.9971638861427
10458,slow transition,Technology-specific - Way et al. (2022),152.84277579141178
10459,slow transition,Technology-specific - Way et al. (2022),142.95982260811945
10460,slow transition,Technology-specific - Way et al. (2022),157.71039970372837
10461,slow transition,Technology-specific - Way et al. (2022),173.85402894688292
10462,slow transition,Technology-specific - Way et al. (2022),172.57674390108969
10463,slow transition,Technology-specific - Way et al. (2022),199.0971333308511
10464,slow transition,Technology-specific - Way et al. (2022),171.0921771796998
10465,slow transition,Technology-specific - Way et al. (2022),166.39515197482925
10466,slow transition,Technology-specific - Way et al. (2022),344.98080468924576
10467,slow transition,Technology-specific - Way et al. (2022),186.71780121514135
10468,slow transition,Technology-specific - Way et al. (2022),171.48231664368308
10469,slow transition,Technology-specific - Way et al. (2022),166.36655061170075
10470,slow transition,Technology-specific - Way et al. (2022),154.05361960594345
10471,slow transition,Technology-specific - Way et al. (2022),182.20735183898742
10472,slow transition,Technology-specific - Way et al. (2022),156.550642411053
10473,slow transition,Technology-specific - Way et al. (2022),152.47820143960385
10474,slow transition,Technology-specific - Way et al. (2022),157.43226447150468
10475,slow transition,Technology-specific - Way et al. (2022),147.19614220458456
10476,slow transition,Technology-specific - Way et al. (2022),187.83365982973203
10477,slow transition,Technology-specific - Way et al. (2022),184.9292923676895
10478,slow transition,Technology-specific - Way et al. (2022),172.47642026935185
10479,slow transition,Technology-specific - Way et al. (2022),168.13669943658644
10480,slow transition,Technology-specific - Way et al. (2022),170.07540451388098
10481,slow transition,Technology-specific - Way et al. (2022),189.61886098858966
10482,slow transition,Technology-specific - Way et al. (2022),167.3376433423402
10483,slow transition,Technology-specific - Way et al. (2022),197.82637203082544
10484,slow transition,Technology-specific - Way et al. (2022),177.959537658848
10485,slow transition,Technology-specific - Way et al. (2022),158.8211943890033
10486,slow transition,Technology-specific - Way et al. (2022),169.51300715991349
10487,slow transition,Technology-specific - Way et al. (2022),170.53617407062427
10488,slow transition,Technology-specific - Way et al. (2022),172.851062589028
10489,slow transition,Technology-specific - Way et al. (2022),210.63322463766363
10490,slow transition,Technology-specific - Way et al. (2022),188.55411988650474
10491,slow transition,Technology-specific - Way et al. (2022),162.08146944794169
10492,slow transition,Technology-specific - Way et al. (2022),145.30248314368976
10493,slow transition,Technology-specific - Way et al. (2022),155.78117587855243
10494,slow transition,Technology-specific - Way et al. (2022),191.07384156431556
10495,slow transition,Technology-specific - Way et al. (2022),194.84903559507998
10496,slow transition,Technology-specific - Way et al. (2022),189.1100284535295
10497,slow transition,Technology-specific - Way et al. (2022),174.39054383815756
10498,slow transition,Technology-specific - Way et al. (2022),172.83664289259943
10499,slow transition,Technology-specific - Way et al. (2022),182.72926228803303
10500,slow transition,Technology-specific - Way et al. (2022),156.82098348562891
10501,slow transition,Technology-specific - Way et al. (2022),164.96339623988877
10502,slow transition,Technology-specific - Way et al. (2022),142.57538807957337
10503,slow transition,Technology-specific - Way et al. (2022),157.4159205003506
10504,slow transition,Technology-specific - Way et al. (2022),151.70285515265905
10505,slow transition,Technology-specific - Way et al. (2022),154.6031700017683
10506,slow transition,Technology-specific - Way et al. (2022),163.06816075484937
10507,slow transition,Technology-specific - Way et al. (2022),170.54739630111297
10508,slow transition,Technology-specific - Way et al. (2022),172.73229207664215
10509,slow transition,Technology-specific - Way et al. (2022),191.063629790095
10510,slow transition,Technology-specific - Way et al. (2022),156.75863127239813
10511,slow transition,Technology-specific - Way et al. (2022),195.9846454153998
10512,slow transition,Technology-specific - Way et al. (2022),172.99854135601254
10513,slow transition,Technology-specific - Way et al. (2022),184.83815278132062
10514,slow transition,Technology-specific - Way et al. (2022),205.88294226576963
10515,slow transition,Technology-specific - Way et al. (2022),191.0461241908247
10516,slow transition,Technology-specific - Way et al. (2022),172.19809749553968
10517,slow transition,Technology-specific - Way et al. (2022),163.4209044274686
10518,slow transition,Technology-specific - Way et al. (2022),145.3989816722379
10519,slow transition,Technology-specific - Way et al. (2022),155.05002987298212
10520,slow transition,Technology-specific - Way et al. (2022),184.1799658131411
10521,slow transition,Technology-specific - Way et al. (2022),189.5149179939026
10522,slow transition,Technology-specific - Way et al. (2022),180.47861192689712
10523,slow transition,Technology-specific - Way et al. (2022),143.47321527734044
10524,slow transition,Technology-specific - Way et al. (2022),171.14176666955456
10525,slow transition,Technology-specific - Way et al. (2022),165.12937683986846
10526,slow transition,Technology-specific - Way et al. (2022),181.90931535165277
10527,slow transition,Technology-specific - Way et al. (2022),168.80191854174976
10528,slow transition,Technology-specific - Way et al. (2022),160.32408076696365
10529,slow transition,Technology-specific - Way et al. (2022),177.0636652649822
10530,slow transition,Technology-specific - Way et al. (2022),181.98773891820824
10531,slow transition,Technology-specific - Way et al. (2022),175.64488637728266
10532,slow transition,Technology-specific - Way et al. (2022),177.2668777249731
10533,slow transition,Technology-specific - Way et al. (2022),156.94565579331498
10534,slow transition,Technology-specific - Way et al. (2022),140.44006148518682
10535,slow transition,Technology-specific - Way et al. (2022),136.86342014106057
10536,slow transition,Technology-specific - Way et al. (2022),149.24920526551324
10537,slow transition,Technology-specific - Way et al. (2022),169.17629765508588
10538,slow transition,Technology-specific - Way et al. (2022),156.3890108796925
10539,slow transition,Technology-specific - Way et al. (2022),166.30994345189998
10540,slow transition,Technology-specific - Way et al. (2022),157.03222473802992
10541,slow transition,Technology-specific - Way et al. (2022),155.5793234376198
10542,slow transition,Technology-specific - Way et al. (2022),180.86268737091444
10543,slow transition,Technology-specific - Way et al. (2022),194.76301676346898
10544,slow transition,Technology-specific - Way et al. (2022),169.73200845554842
10545,slow transition,Technology-specific - Way et al. (2022),192.05561280751348
10546,slow transition,Technology-specific - Way et al. (2022),167.67809162650425
10547,slow transition,Technology-specific - Way et al. (2022),201.30686345708057
10548,slow transition,Technology-specific - Way et al. (2022),149.38798638971093
10549,slow transition,Technology-specific - Way et al. (2022),158.29674550731474
10550,slow transition,Technology-specific - Way et al. (2022),157.90181351688264
10551,slow transition,Technology-specific - Way et al. (2022),155.8345678335581
10552,slow transition,Technology-specific - Way et al. (2022),197.14654224646077
10553,slow transition,Technology-specific - Way et al. (2022),161.86097602174456
10554,slow transition,Technology-specific - Way et al. (2022),154.08630322552892
10555,slow transition,Technology-specific - Way et al. (2022),161.01181083892925
10556,slow transition,Technology-specific - Way et al. (2022),216.85565616738518
10557,slow transition,Technology-specific - Way et al. (2022),179.45828283291692
10558,slow transition,Technology-specific - Way et al. (2022),150.25137471475352
10559,slow transition,Technology-specific - Way et al. (2022),174.4297891024426
10560,slow transition,Technology-specific - Way et al. (2022),182.61299931830592
10561,slow transition,Technology-specific - Way et al. (2022),148.4846438710051
10562,slow transition,Technology-specific - Way et al. (2022),192.54589763973613
10563,slow transition,Technology-specific - Way et al. (2022),176.2851095885688
10564,slow transition,Technology-specific - Way et al. (2022),204.18181767884076
10565,slow transition,Technology-specific - Way et al. (2022),167.65933816819648
10566,slow transition,Technology-specific - Way et al. (2022),150.86444202374818
10567,slow transition,Technology-specific - Way et al. (2022),153.13121523983503
10568,slow transition,Technology-specific - Way et al. (2022),168.49849133705277
10569,slow transition,Technology-specific - Way et al. (2022),185.7542401935495
10570,slow transition,Technology-specific - Way et al. (2022),174.81774195220774
10571,slow transition,Technology-specific - Way et al. (2022),251.4675518820948
10572,slow transition,Technology-specific - Way et al. (2022),143.21906135069878
10573,slow transition,Technology-specific - Way et al. (2022),166.27890311057305
10574,slow transition,Technology-specific - Way et al. (2022),179.7444966851688
10575,slow transition,Technology-specific - Way et al. (2022),179.8625344842768
10576,slow transition,Technology-specific - Way et al. (2022),142.25923125062005
10577,slow transition,Technology-specific - Way et al. (2022),168.14730141556825
10578,slow transition,Technology-specific - Way et al. (2022),299.0349553319932
10579,slow transition,Technology-specific - Way et al. (2022),160.01643222459157
10580,slow transition,Technology-specific - Way et al. (2022),165.39837260596602
10581,slow transition,Technology-specific - Way et al. (2022),169.11797422946307
10582,slow transition,Technology-specific - Way et al. (2022),145.85694041343083
10583,slow transition,Technology-specific - Way et al. (2022),173.7891333688213
10584,slow transition,Technology-specific - Way et al. (2022),154.47764714842214
10585,slow transition,Technology-specific - Way et al. (2022),179.06262627556595
10586,slow transition,Technology-specific - Way et al. (2022),149.5933801243818
10587,slow transition,Technology-specific - Way et al. (2022),197.6948451774037
10588,slow transition,Technology-specific - Way et al. (2022),192.37439204353822
10589,slow transition,Technology-specific - Way et al. (2022),187.3013921690843
10590,slow transition,Technology-specific - Way et al. (2022),158.56285961970522
10591,slow transition,Technology-specific - Way et al. (2022),155.03709664442408
10592,slow transition,Technology-specific - Way et al. (2022),191.96652975250325
10593,slow transition,Technology-specific - Way et al. (2022),156.8542438171699
10594,slow transition,Technology-specific - Way et al. (2022),162.94102481935045
10595,slow transition,Technology-specific - Way et al. (2022),164.55871320539256
10596,slow transition,Technology-specific - Way et al. (2022),154.08281986343727
10597,slow transition,Technology-specific - Way et al. (2022),163.60727212424044
10598,slow transition,Technology-specific - Way et al. (2022),162.14596956249676
10599,slow transition,Technology-specific - Way et al. (2022),151.88968739533487
10600,slow transition,Technology-specific - Way et al. (2022),157.6450234799265
10601,slow transition,Technology-specific - Way et al. (2022),197.7579882398937
10602,slow transition,Technology-specific - Way et al. (2022),165.21533746687393
10603,slow transition,Technology-specific - Way et al. (2022),195.94921384766823
10604,slow transition,Technology-specific - Way et al. (2022),154.03301271038274
10605,slow transition,Technology-specific - Way et al. (2022),133.11006874222534
10606,slow transition,Technology-specific - Way et al. (2022),158.28273914319843
10607,slow transition,Technology-specific - Way et al. (2022),160.41723985995097
10608,slow transition,Technology-specific - Way et al. (2022),213.46672866362232
10609,slow transition,Technology-specific - Way et al. (2022),186.0246062088357
10610,slow transition,Technology-specific - Way et al. (2022),190.42799828710986
10611,slow transition,Technology-specific - Way et al. (2022),178.81133778929717
10612,slow transition,Technology-specific - Way et al. (2022),200.65596931113515
10613,slow transition,Technology-specific - Way et al. (2022),173.8532294187812
10614,slow transition,Technology-specific - Way et al. (2022),176.71876312538586
10615,slow transition,Technology-specific - Way et al. (2022),165.35817914948544
10616,slow transition,Technology-specific - Way et al. (2022),179.64104997631406
10617,slow transition,Technology-specific - Way et al. (2022),136.17606733076607
10618,slow transition,Technology-specific - Way et al. (2022),146.98652926516553
10619,slow transition,Technology-specific - Way et al. (2022),164.5304551065647
10620,slow transition,Technology-specific - Way et al. (2022),193.7509898156716
10621,slow transition,Technology-specific - Way et al. (2022),155.43039763300834
10622,slow transition,Technology-specific - Way et al. (2022),166.13444863175067
10623,slow transition,Technology-specific - Way et al. (2022),175.18214978442225
10624,slow transition,Technology-specific - Way et al. (2022),202.02170042123262
10625,slow transition,Technology-specific - Way et al. (2022),140.98391110705393
10626,slow transition,Technology-specific - Way et al. (2022),169.55294812352443
10627,slow transition,Technology-specific - Way et al. (2022),172.6840786583039
10628,slow transition,Technology-specific - Way et al. (2022),234.8965342123054
10629,slow transition,Technology-specific - Way et al. (2022),155.80769623677847
10630,slow transition,Technology-specific - Way et al. (2022),178.25980908671883
10631,slow transition,Technology-specific - Way et al. (2022),171.56689402696168
10632,slow transition,Technology-specific - Way et al. (2022),148.9645700056452
10633,slow transition,Technology-specific - Way et al. (2022),167.76999639483324
10634,slow transition,Technology-specific - Way et al. (2022),171.03890702271005
10635,slow transition,Technology-specific - Way et al. (2022),167.38309976236155
10636,slow transition,Technology-specific - Way et al. (2022),168.65349339846375
10637,slow transition,Technology-specific - Way et al. (2022),175.0158216479465
10638,slow transition,Technology-specific - Way et al. (2022),162.36284147672143
10639,slow transition,Technology-specific - Way et al. (2022),190.57983405279361
10640,slow transition,Technology-specific - Way et al. (2022),169.62319702469603
10641,slow transition,Technology-specific - Way et al. (2022),179.45553817337546
10642,slow transition,Technology-specific - Way et al. (2022),171.77592045803885
10643,slow transition,Technology-specific - Way et al. (2022),170.45880818671637
10644,slow transition,Technology-specific - Way et al. (2022),144.71187875128325
10645,slow transition,Technology-specific - Way et al. (2022),165.97786964572862
10646,slow transition,Technology-specific - Way et al. (2022),250.89806825462162
10647,slow transition,Technology-specific - Way et al. (2022),145.7601131135149
10648,slow transition,Technology-specific - Way et al. (2022),178.182463666963
10649,slow transition,Technology-specific - Way et al. (2022),161.30461428619694
10650,slow transition,Technology-specific - Way et al. (2022),161.74649349196912
10651,slow transition,Technology-specific - Way et al. (2022),161.80508187511452
10652,slow transition,Technology-specific - Way et al. (2022),181.29028523987992
10653,slow transition,Technology-specific - Way et al. (2022),167.85725052454148
10654,slow transition,Technology-specific - Way et al. (2022),187.53781315652202
10655,slow transition,Technology-specific - Way et al. (2022),179.21500894471973
10656,slow transition,Technology-specific - Way et al. (2022),239.7907807539614
10657,slow transition,Technology-specific - Way et al. (2022),178.8468134474665
10658,slow transition,Technology-specific - Way et al. (2022),177.90244473588749
10659,slow transition,Technology-specific - Way et al. (2022),180.3603924705864
10660,slow transition,Technology-specific - Way et al. (2022),234.07831168451668
10661,slow transition,Technology-specific - Way et al. (2022),170.71809289105704
10662,slow transition,Technology-specific - Way et al. (2022),168.42325077253705
10663,slow transition,Technology-specific - Way et al. (2022),191.3535175893974
10664,slow transition,Technology-specific - Way et al. (2022),150.5124075669177
10665,slow transition,Technology-specific - Way et al. (2022),178.65624807362357
10666,slow transition,Technology-specific - Way et al. (2022),168.3285662087126
10667,slow transition,Technology-specific - Way et al. (2022),173.88931837184055
10668,slow transition,Technology-specific - Way et al. (2022),174.80752422597538
10669,slow transition,Technology-specific - Way et al. (2022),153.73008435714885
10670,slow transition,Technology-specific - Way et al. (2022),176.90334997174298
10671,slow transition,Technology-specific - Way et al. (2022),158.5624633902939
10672,slow transition,Technology-specific - Way et al. (2022),161.72675630460836
10673,slow transition,Technology-specific - Way et al. (2022),155.08238795577606
10674,slow transition,Technology-specific - Way et al. (2022),147.48984006463022
10675,slow transition,Technology-specific - Way et al. (2022),203.25499548507932
10676,slow transition,Technology-specific - Way et al. (2022),156.41259844103763
10677,slow transition,Technology-specific - Way et al. (2022),205.98735523437168
10678,slow transition,Technology-specific - Way et al. (2022),148.18041508608437
10679,slow transition,Technology-specific - Way et al. (2022),165.65742350394575
10680,slow transition,Technology-specific - Way et al. (2022),173.5925365162929
10681,slow transition,Technology-specific - Way et al. (2022),180.7977437450396
10682,slow transition,Technology-specific - Way et al. (2022),206.41028499586238
10683,slow transition,Technology-specific - Way et al. (2022),150.7471029017607
10684,slow transition,Technology-specific - Way et al. (2022),147.62904281734782
10685,slow transition,Technology-specific - Way et al. (2022),155.44490942352013
10686,slow transition,Technology-specific - Way et al. (2022),159.47985978585348
10687,slow transition,Technology-specific - Way et al. (2022),138.34870659076273
10688,slow transition,Technology-specific - Way et al. (2022),404.9021681961847
10689,slow transition,Technology-specific - Way et al. (2022),157.81914540021225
10690,slow transition,Technology-specific - Way et al. (2022),178.36319544703088
10691,slow transition,Technology-specific - Way et al. (2022),318.4267676068573
10692,slow transition,Technology-specific - Way et al. (2022),198.3655532485757
10693,slow transition,Technology-specific - Way et al. (2022),183.5090885157195
10694,slow transition,Technology-specific - Way et al. (2022),160.45619370708457
10695,slow transition,Technology-specific - Way et al. (2022),150.74311015494123
10696,slow transition,Technology-specific - Way et al. (2022),175.43481967823573
10697,slow transition,Technology-specific - Way et al. (2022),175.04283362764755
10698,slow transition,Technology-specific - Way et al. (2022),187.04966818634267
10699,slow transition,Technology-specific - Way et al. (2022),167.16421878395144
10700,slow transition,Technology-specific - Way et al. (2022),168.40601501450627
10701,slow transition,Technology-specific - Way et al. (2022),171.3775208491227
10702,slow transition,Technology-specific - Way et al. (2022),320.50670611322124
10703,slow transition,Technology-specific - Way et al. (2022),159.77958539411955
10704,slow transition,Technology-specific - Way et al. (2022),189.59786955949573
10705,slow transition,Technology-specific - Way et al. (2022),173.58825420734848
10706,slow transition,Technology-specific - Way et al. (2022),187.47868478946918
10707,slow transition,Technology-specific - Way et al. (2022),206.49045424692918
10708,slow transition,Technology-specific - Way et al. (2022),153.15454013445225
10709,slow transition,Technology-specific - Way et al. (2022),176.06433348430596
10710,slow transition,Technology-specific - Way et al. (2022),168.07561458122282
10711,slow transition,Technology-specific - Way et al. (2022),160.04920094456057
10712,slow transition,Technology-specific - Way et al. (2022),165.4315969936802
10713,slow transition,Technology-specific - Way et al. (2022),165.41961172313893
10714,slow transition,Technology-specific - Way et al. (2022),235.64712896662732
10715,slow transition,Technology-specific - Way et al. (2022),164.26982568118927
10716,slow transition,Technology-specific - Way et al. (2022),171.26421580043893
10717,slow transition,Technology-specific - Way et al. (2022),154.19722998360592
10718,slow transition,Technology-specific - Way et al. (2022),178.32563420840705
10719,slow transition,Technology-specific - Way et al. (2022),188.57087783290498
10720,slow transition,Technology-specific - Way et al. (2022),207.72685353745857
10721,slow transition,Technology-specific - Way et al. (2022),210.1029414380955
10722,slow transition,Technology-specific - Way et al. (2022),173.94899012034813
10723,slow transition,Technology-specific - Way et al. (2022),183.21439881693894
10724,slow transition,Technology-specific - Way et al. (2022),169.74288312554916
10725,slow transition,Technology-specific - Way et al. (2022),168.6811863949621
10726,slow transition,Technology-specific - Way et al. (2022),150.31832648923756
10727,slow transition,Technology-specific - Way et al. (2022),162.68487444525778
10728,slow transition,Technology-specific - Way et al. (2022),169.95892820853442
10729,slow transition,Technology-specific - Way et al. (2022),176.85587280019533
10730,slow transition,Technology-specific - Way et al. (2022),159.30844308786774
10731,slow transition,Technology-specific - Way et al. (2022),166.0752700091357
10732,slow transition,Technology-specific - Way et al. (2022),152.51708804141091
10733,slow transition,Technology-specific - Way et al. (2022),164.78298542621158
10734,slow transition,Technology-specific - Way et al. (2022),192.55390441377912
10735,slow transition,Technology-specific - Way et al. (2022),174.483321264418
10736,slow transition,Technology-specific - Way et al. (2022),147.2211341179911
10737,slow transition,Technology-specific - Way et al. (2022),184.6146293148465
10738,slow transition,Technology-specific - Way et al. (2022),149.50390741810693
10739,slow transition,Technology-specific - Way et al. (2022),228.6912219353339
10740,slow transition,Technology-specific - Way et al. (2022),132.35280842358574
10741,slow transition,Technology-specific - Way et al. (2022),144.48364874850085
10742,slow transition,Technology-specific - Way et al. (2022),167.44240486558024
10743,slow transition,Technology-specific - Way et al. (2022),177.60980413537635
10744,slow transition,Technology-specific - Way et al. (2022),156.20049020663757
10745,slow transition,Technology-specific - Way et al. (2022),159.76009336850086
10746,slow transition,Technology-specific - Way et al. (2022),219.64243100710578
10747,slow transition,Technology-specific - Way et al. (2022),159.89581096863762
10748,slow transition,Technology-specific - Way et al. (2022),184.20963238403354
10749,slow transition,Technology-specific - Way et al. (2022),181.00137471967716
10750,slow transition,Technology-specific - Way et al. (2022),155.33054181085475
10751,slow transition,Technology-specific - Way et al. (2022),176.96833162780334
10752,slow transition,Technology-specific - Way et al. (2022),176.12547050293045
10753,slow transition,Technology-specific - Way et al. (2022),170.78499983057625
10754,slow transition,Technology-specific - Way et al. (2022),184.65645679015753
10755,slow transition,Technology-specific - Way et al. (2022),180.59634430503394
10756,slow transition,Technology-specific - Way et al. (2022),174.31598895157924
10757,slow transition,Technology-specific - Way et al. (2022),153.69019785747057
10758,slow transition,Technology-specific - Way et al. (2022),159.91646297697082
10759,slow transition,Technology-specific - Way et al. (2022),163.49844842449187
10760,slow transition,Technology-specific - Way et al. (2022),159.159784456235
10761,slow transition,Technology-specific - Way et al. (2022),168.8044811247614
10762,slow transition,Technology-specific - Way et al. (2022),244.75747101827181
10763,slow transition,Technology-specific - Way et al. (2022),158.31846991706306
10764,slow transition,Technology-specific - Way et al. (2022),176.11172473836743
10765,slow transition,Technology-specific - Way et al. (2022),191.1388020124945
10766,slow transition,Technology-specific - Way et al. (2022),173.85112397881556
10767,slow transition,Technology-specific - Way et al. (2022),169.1415525245009
10768,slow transition,Technology-specific - Way et al. (2022),180.2869987695483
10769,slow transition,Technology-specific - Way et al. (2022),156.28360240633515
10770,slow transition,Technology-specific - Way et al. (2022),177.77293023190768
10771,slow transition,Technology-specific - Way et al. (2022),190.79033583099488
10772,slow transition,Technology-specific - Way et al. (2022),147.60567588923186
10773,slow transition,Technology-specific - Way et al. (2022),228.263147681594
10774,slow transition,Technology-specific - Way et al. (2022),168.39068206922786
10775,slow transition,Technology-specific - Way et al. (2022),178.6112248746893
10776,slow transition,Technology-specific - Way et al. (2022),182.36915840897586
10777,slow transition,Technology-specific - Way et al. (2022),181.79096296194575
10778,slow transition,Technology-specific - Way et al. (2022),190.64875870997312
10779,slow transition,Technology-specific - Way et al. (2022),198.77156321424138
10780,slow transition,Technology-specific - Way et al. (2022),171.1185329838526
10781,slow transition,Technology-specific - Way et al. (2022),174.53935617259876
10782,slow transition,Technology-specific - Way et al. (2022),191.20033543117523
10783,slow transition,Technology-specific - Way et al. (2022),155.221481998499
10784,slow transition,Technology-specific - Way et al. (2022),183.28292919587082
10785,slow transition,Technology-specific - Way et al. (2022),171.74668813237753
10786,slow transition,Technology-specific - Way et al. (2022),162.02327427751968
10787,slow transition,Technology-specific - Way et al. (2022),164.46488993735886
10788,slow transition,Technology-specific - Way et al. (2022),153.25750282005112
10789,slow transition,Technology-specific - Way et al. (2022),163.23384084869778
10790,slow transition,Technology-specific - Way et al. (2022),177.40649002412232
10791,slow transition,Technology-specific - Way et al. (2022),182.1437793636328
10792,slow transition,Technology-specific - Way et al. (2022),164.40841918770727
10793,slow transition,Technology-specific - Way et al. (2022),171.45833243622738
10794,slow transition,Technology-specific - Way et al. (2022),152.88539134821957
10795,slow transition,Technology-specific - Way et al. (2022),202.06939062782038
10796,slow transition,Technology-specific - Way et al. (2022),165.7239683239798
10797,slow transition,Technology-specific - Way et al. (2022),174.07969241265837
10798,slow transition,Technology-specific - Way et al. (2022),175.76798590700892
10799,slow transition,Technology-specific - Way et al. (2022),184.7142409019304
10800,slow transition,Technology-specific - Way et al. (2022),147.82600088648317
10801,slow transition,Technology-specific - Way et al. (2022),164.04113944648364
10802,slow transition,Technology-specific - Way et al. (2022),208.1164939551289
10803,slow transition,Technology-specific - Way et al. (2022),157.81972217091422
10804,slow transition,Technology-specific - Way et al. (2022),161.61394264053166
10805,slow transition,Technology-specific - Way et al. (2022),155.73637899479925
10806,slow transition,Technology-specific - Way et al. (2022),191.7257263915386
10807,slow transition,Technology-specific - Way et al. (2022),164.36500042814475
10808,slow transition,Technology-specific - Way et al. (2022),175.0893384931305
10809,slow transition,Technology-specific - Way et al. (2022),166.19200588181928
10810,slow transition,Technology-specific - Way et al. (2022),218.15182421175925
10811,slow transition,Technology-specific - Way et al. (2022),145.74089399538218
10812,slow transition,Technology-specific - Way et al. (2022),166.36646621944706
10813,slow transition,Technology-specific - Way et al. (2022),152.03282674877968
10814,slow transition,Technology-specific - Way et al. (2022),163.08609937500225
10815,slow transition,Technology-specific - Way et al. (2022),202.33856485088242
10816,slow transition,Technology-specific - Way et al. (2022),143.38799761562595
